fotmob_id,nom_fotmob,ea_id,nom_ea,equipe_ea,championnat,naissance,age,poste,note,taille_cm,poids_kg,pied_fort,mauvais_pied,gestes,acceleration,vitesse_pointe,agilite,equilibre,reactions,endurance,force,detente,agressivite,note_physique
469700,Jonathan Tah,213331,Jonathan Tah,FC Bayern München,Bundesliga,1996-02-11,30,CB,87,195,94,Right,3,2,53,71,49,40,85,76,91,85,86,86
831489,Alexis Mac Allister,239837,Alexis Mac Allister,Liverpool,Premier League,1998-12-24,27,CM,87,176,72,Right,3,3,68,64,82,86,89,87,69,72,83,76
466439,Mike Maignan,215698,Mike Maignan,Milano FC,Serie A Enilive,1995-07-03,30,GK,87,191,89,Right,4,1,65,62,60,56,85,39,83,82,35,84
534670,Martin Ødegaard,222665,Martin Ødegaard,Arsenal,Premier League,1998-12-17,27,CM,87,178,68,Left,2,5,68,68,85,83,88,88,55,63,64,65
562727,David Raya,220901,David Raya,Arsenal,Premier League,1995-09-15,30,GK,87,183,75,Right,3,1,64,59,68,45,84,31,38,64,29,85
664500,Viktor Gyökeres,241651,Viktor Gyökeres,Arsenal,Premier League,1998-06-04,28,ST,87,189,94,Right,4,3,88,92,82,72,87,93,91,95,87,91
541820,Nicolò Barella,224232,Nicolò Barella,Lombardia FC,Serie A Enilive,1997-02-07,29,CM,87,175,68,Right,4,3,82,78,91,88,91,89,66,75,87,76
687681,Victor Osimhen,232293,Victor Osimhen,Galatasaray,Trendyol Süper Lig,1998-12-29,27,ST,87,186,77,Right,4,3,91,92,79,68,88,81,91,95,68,84
1158945,Nuno Mendes,252145,Nuno Mendes,Paris SG,Ligue 1 McDonald's,2002-06-19,24,LB,86,180,70,Left,4,3,94,95,87,84,83,83,73,87,75,77
276738,Antonio Rüdiger,205452,Antonio Rüdiger,Real Madrid,LALIGA EA SPORTS,1993-03-03,33,CB,86,190,85,Right,3,2,70,87,56,50,85,70,91,89,93,86
1029063,Michael Olise,247827,Michael Olise,FC Bayern München,Bundesliga,2001-12-12,24,RM,86,184,73,Left,2,4,83,73,90,85,86,85,57,62,66,66
760712,Trent Alexander-Arnold,231281,Trent Alexander-Arnold,Real Madrid,LALIGA EA SPORTS,1998-10-07,27,RB,86,180,69,Right,4,3,72,79,73,72,85,89,68,75,70,74
614006,Rúben Dias,239818,Rúben Dias,Manchester City,Premier League,1997-05-14,29,CB,86,187,82,Right,4,2,55,62,62,56,86,71,89,85,88,84
325916,Paulo Dybala,211110,Paulo Dybala,AS Roma,Serie A Enilive,1993-11-15,32,CAM,86,177,75,Left,3,5,84,76,88,87,86,76,63,76,48,64
850354,Bruno Guimaraes,247851,Bruno Guimarães,Newcastle Utd,Premier League,1997-11-16,28,CM,86,182,74,Right,2,3,66,66,73,79,85,90,76,75,86,81
1137670,Willian Pacho,256196,Willian Pacho,Paris SG,Ligue 1 McDonald's,2001-10-16,24,CB,86,188,81,Left,3,2,74,84,63,60,85,78,89,90,86,86
820140,Ibrahima Konaté,237678,Ibrahima Konaté,Liverpool,Premier League,1999-05-25,27,CB,86,194,95,Right,3,3,69,83,55,44,85,75,91,83,84,85
304733,Hakan Çalhanoglu,208128,Hakan Çalhanoğlu,Lombardia FC,Serie A Enilive,1994-02-08,32,CDM,86,178,69,Right,5,4,74,68,83,77,87,81,65,73,83,73
30981,Lionel Messi,158023,Lionel Messi,Inter Miami CF,MLS,1987-06-24,39,RW,86,169,67,Left,4,4,84,73,84,89,80,70,68,70,44,64
867414,Sandro Tonali,241096,Sandro Tonali,Newcastle Utd,Premier League,2000-05-08,26,CDM,86,181,79,Right,4,3,78,79,76,77,84,83,82,83,84,83
1202110,Nico Williams,256516,Nico Williams,Athletic Club,LALIGA EA SPORTS,2002-07-12,23,LM,86,181,67,Right,5,4,94,92,92,84,82,81,61,79,55,66
868344,Tijjani Reijnders,240638,Tijjani Reijnders,Manchester City,Premier League,1998-07-29,27,CM,86,185,73,Right,4,4,83,75,82,79,85,92,69,77,80,77
184554,Marc-Andre ter Stegen,192448,Marc-André ter Stegen,FC Barcelona,LALIGA EA SPORTS,1992-04-30,34,GK,86,187,85,Right,4,1,45,50,39,43,84,35,78,72,43,84
764018,Gregor Kobel,235073,Gregor Kobel,Borussia Dortmund,Bundesliga,1997-12-06,28,GK,86,195,88,Right,3,1,38,52,37,29,84,30,81,71,24,86
957203,Éderson,210257,Ederson,Fenerbahçe,Trendyol Süper Lig,1993-08-17,32,GK,85,188,86,Left,3,1,64,63,60,48,82,44,78,78,38,83
605224,Federico Dimarco,226268,Federico Dimarco,Lombardia FC,Serie A Enilive,1997-11-10,28,LB,85,175,76,Left,4,3,83,78,84,81,83,84,72,81,81,77
843099,Scott McTominay,237238,Scott McTominay,SSC Napoli,Serie A Enilive,1996-12-08,29,CM,85,193,88,Right,3,3,70,80,55,48,86,92,82,86,84,85
956683,Ryan Gravenberch,246104,Ryan Gravenberch,Liverpool,Premier League,2002-05-16,24,CDM,85,190,77,Right,4,4,76,76,76,70,84,85,80,81,76,81
268375,Emiliano Martínez,202811,Emiliano Martínez,Aston Villa,Premier League,1992-09-02,33,GK,85,195,88,Right,4,1,55,57,54,49,81,40,78,79,40,85
1342757,João Neves,272834,João Neves,Paris SG,Ligue 1 McDonald's,2004-09-27,21,CM,85,174,66,Right,4,3,77,71,84,86,83,92,78,83,84,83
184138,Antoine Griezmann,194765,Antoine Griezmann,Atlético de Madrid,LALIGA EA SPORTS,1991-03-21,35,ST,85,176,67,Left,3,4,80,75,88,85,87,77,70,84,74,73
923312,Bryan Mbeumo,243014,Bryan Mbeumo,Man Utd,Premier League,1999-08-07,26,RW,85,171,75,Left,2,4,90,87,90,85,81,85,71,81,74,76
319300,N'Golo Kanté,215914,N'Golo Kanté,Al Ittihad,ROSHN Saudi League,1991-03-29,35,CDM,85,168,70,Right,3,2,80,74,78,93,85,89,72,74,85,79
1339208,Désiré Doué,271421,Désiré Doué,Paris SG,Ligue 1 McDonald's,2005-06-03,21,RW,85,181,79,Right,4,5,85,82,88,87,85,80,77,75,61,74
660625,Unai Simón,230869,Unai Simón,Athletic Club,LALIGA EA SPORTS,1997-06-11,29,GK,85,190,89,Right,3,1,48,50,37,47,82,44,76,74,29,84
621562,Marcus Thuram,228093,Marcus Thuram,Lombardia FC,Serie A Enilive,1997-08-06,28,ST,85,192,80,Right,4,3,84,88,78,61,84,83,79,91,75,80
151001,Péter Gulácsi,185122,Péter Gulácsi,RB Leipzig,Bundesliga,1990-05-06,36,GK,85,193,86,Right,2,1,42,44,41,42,82,37,74,72,34,87
860914,Luis Díaz,241084,Luis Díaz,FC Bayern München,Bundesliga,1997-01-13,29,LM,85,180,73,Right,4,4,88,88,88,79,83,87,69,83,75,75
1002058,Nico Schlotterbeck,247819,Nico Schlotterbeck,Borussia Dortmund,Bundesliga,1999-12-01,26,CB,85,191,86,Left,2,2,77,72,68,64,84,74,85,91,84,82
212867,Heung-Min Son,200104,Heung Min Son,LAFC,MLS,1992-07-08,33,LW,85,183,78,Right,5,4,85,83,79,74,85,87,69,82,62,73
815006,Phil Foden,237692,Phil Foden,Manchester City,Premier League,2000-05-28,26,RW,85,171,70,Left,3,4,83,79,92,92,82,83,41,59,64,57
605654,Fabián Ruiz,226271,Fabián Ruiz,Paris SG,Ligue 1 McDonald's,1996-04-03,30,CM,85,189,70,Left,3,3,61,61,66,67,85,84,67,70,68,72
465960,Youri Tielemans,216393,Youri Tielemans,Aston Villa,Premier League,1997-05-07,29,CM,85,176,72,Right,4,4,51,57,62,77,85,87,69,68,64,72
207236,Granit Xhaka,199503,Granit Xhaka,Sunderland,Premier League,1992-09-27,33,CDM,85,186,80,Left,3,3,40,53,51,61,86,84,78,70,90,82
30893,Cristiano Ronaldo,20801,Cristiano Ronaldo,Al Nassr,ROSHN Saudi League,1985-02-05,41,ST,85,187,85,Right,4,5,73,78,76,63,82,77,80,95,62,76
895362,Rodrygo,243812,Rodrygo,Real Madrid,LALIGA EA SPORTS,2001-01-09,25,RW,85,174,64,Right,4,4,89,87,86,84,83,81,59,77,52,64
614834,Dani Olmo,244260,Dani Olmo,FC Barcelona,LALIGA EA SPORTS,1998-05-07,28,CAM,85,179,72,Right,4,4,78,69,86,87,86,65,54,60,51,56
658554,Dayot Upamecano,229558,Dayot Upamecano,FC Bayern München,Bundesliga,1998-10-27,27,CB,85,186,90,Right,3,3,76,78,66,65,84,73,87,85,88,84
540097,Patrik Schick,234236,Patrik Schick,Leverkusen,Bundesliga,1996-01-24,30,ST,85,191,87,Left,3,3,72,72,80,67,85,69,85,91,65,77
724371,Theo Hernández,232656,Theo Hernández,Al Hilal,ROSHN Saudi League,1997-10-06,28,LB,84,184,81,Left,3,4,88,92,83,71,83,87,80,90,83,83
602563,Marcos Llorente,226161,Marcos Llorente,Atlético de Madrid,LALIGA EA SPORTS,1995-01-30,31,RB,84,184,74,Right,4,3,87,91,83,74,81,92,77,84,80,82
324578,Rodrigo De Paul,212616,Rodrigo De Paul,Inter Miami CF,MLS,1994-05-24,32,CM,84,180,70,Right,3,4,74,76,77,78,81,88,79,76,86,83
361757,João Cancelo,210514,João Cancelo,Al Hilal,ROSHN Saudi League,1994-05-27,32,RB,84,182,74,Right,4,4,88,78,79,78,84,88,65,82,76,74
751202,Alphonso Davies,234396,Alphonso Davies,FC Bayern München,Bundesliga,2000-11-02,25,LB,84,185,77,Left,3,4,95,93,84,83,86,79,75,95,72,76
303919,Jordan Pickford,204935,Jordan Pickford,Everton,Premier League,1994-03-07,32,GK,84,185,77,Left,4,1,57,47,59,55,82,40,72,75,45,81
593118,Denzel Dumfries,233096,Denzel Dumfries,Lombardia FC,Serie A Enilive,1996-04-18,30,RB,84,188,80,Right,3,2,78,88,69,60,83,88,81,91,84,84
1070712,Josko Gvardiol,251517,Joško Gvardiol,Manchester City,Premier League,2002-01-23,24,LB,84,185,80,Left,5,3,77,79,68,67,85,81,80,88,86,82
914458,Aurélien Tchouaméni,241637,Aurélien Tchouaméni,Real Madrid,LALIGA EA SPORTS,2000-01-27,26,CDM,84,187,81,Right,3,3,73,70,72,70,82,83,82,84,80,82
873289,Marc Cucurella,239231,Marc Cucurella,Chelsea,Premier League,1998-07-22,27,LB,84,174,66,Left,3,3,77,74,82,83,84,89,70,86,85,79
611223,Benjamin Pavard,226851,Benjamin Pavard,OM,Ligue 1 McDonald's,1996-03-28,30,CB,84,186,81,Right,3,3,74,76,71,66,86,80,76,87,81,79
1137705,Enzo Fernández,247090,Enzo Fernández,Chelsea,Premier League,2001-01-17,25,CM,84,178,76,Right,4,3,68,68,75,78,86,85,67,74,83,75
169718,Wojciech Szczesny,186153,Wojciech Szczęsny,FC Barcelona,LALIGA EA SPORTS,1990-04-18,36,GK,84,196,90,Right,3,1,49,46,55,51,80,45,65,69,40,84
942372,Álex Baena,257279,Álex Baena,Atlético de Madrid,LALIGA EA SPORTS,2001-07-20,24,LM,84,175,70,Right,4,3,79,79,80,76,82,78,60,71,76,68
541555,Mattia Zaccagni,220502,Mattia Zaccagni,Latium,Serie A Enilive,1995-06-16,31,LM,84,177,63,Right,4,4,90,87,92,83,83,81,59,77,61,66
948800,Giorgi Mamardashvili,262621,Giorgi Mamardashvili,Liverpool,Premier League,2000-09-29,25,GK,84,199,88,Left,3,1,48,48,40,26,74,45,74,71,25,84
693599,Exequiel Palacios,231521,Exequiel Palacios,Leverkusen,Bundesliga,1998-10-05,27,CM,84,178,69,Right,4,3,72,53,78,79,85,68,67,74,84,71
1173787,Xavi Simons,245367,Xavi Simons,Spurs,Premier League,2003-04-21,23,CAM,84,179,58,Right,3,4,83,72,90,87,85,82,62,68,76,70
27299,Manuel Neuer,167495,Manuel Neuer,FC Bayern München,Bundesliga,1986-03-27,40,GK,84,193,93,Right,4,1,29,35,51,35,83,43,80,71,29,86
534684,Rúben Neves,224293,Rúben Neves,Al Hilal,ROSHN Saudi League,1997-03-13,29,CDM,84,180,83,Right,4,3,58,57,64,73,85,80,74,68,76,76
806552,Cody Gakpo,242516,Cody Gakpo,Liverpool,Premier League,1999-05-07,27,LM,84,189,76,Right,4,4,85,82,75,67,83,76,75,89,63,74
488139,Bernardo Silva,218667,Bernardo Silva,Manchester City,Premier League,1994-08-10,31,CM,84,173,65,Left,3,4,68,55,93,92,87,90,47,58,78,65
624166,Manuel Locatelli,222077,Manuel Locatelli,Juventus,Serie A Enilive,1998-01-08,28,CDM,84,185,75,Right,4,3,61,65,65,61,82,89,71,72,81,78
688295,Christian Pulisic,227796,Christian Pulisic,Milano FC,Serie A Enilive,1998-09-18,27,RW,84,178,73,Right,5,4,90,86,88,81,85,76,57,70,70,65
795630,Diogo Costa,234577,Diogo Costa,FC Porto,Liga Portugal,1999-09-19,26,GK,84,187,84,Right,2,1,33,39,42,35,83,28,63,61,23,83
540088,Ollie Watkins,221697,Ollie Watkins,Aston Villa,Premier League,1995-12-30,30,ST,84,180,70,Right,4,3,77,77,78,70,85,88,76,89,76,80
493165,James Maddison,220697,James Maddison,Spurs,Premier League,1996-11-23,29,CM,84,175,73,Right,4,4,70,65,82,82,80,78,56,56,70,64
1013021,Marco Carnesecchi,252154,Marco Carnesecchi,Bergamo Calcio,Serie A Enilive,2000-07-01,26,GK,84,191,83,Right,3,1,24,39,40,25,71,28,55,58,27,85
839204,Omar Marmoush,256675,Omar Marmoush,Manchester City,Premier League,1999-02-07,27,ST,84,183,81,Right,3,4,87,90,89,78,85,76,67,80,72,71
848844,Rafael Leao,241721,Rafael Leão,Milano FC,Serie A Enilive,1999-06-10,27,LW,84,188,81,Right,4,5,93,93,84,79,83,75,79,89,60,75
844415,Éder Militao,240130,Éder Militão,Real Madrid,LALIGA EA SPORTS,1998-01-18,28,CB,84,186,79,Right,3,2,80,83,66,62,83,85,79,91,83,82
181276,Romelu Lukaku,192505,Romelu Lukaku,SSC Napoli,Serie A Enilive,1993-05-13,33,ST,84,191,94,Left,4,3,71,86,55,54,84,74,94,92,68,84
191315,Isco,197781,Isco,Real Betis,LALIGA EA SPORTS,1992-04-21,34,CAM,84,176,79,Right,4,4,67,65,84,84,80,67,55,63,63,60
1297165,Bradley Barcola,264652,Bradley Barcola,Paris SG,Ligue 1 McDonald's,2002-09-02,23,LW,84,188,70,Right,4,4,88,91,88,64,82,74,64,79,60,66
690516,Ademola Lookman,230899,Ademola Lookman,Bergamo Calcio,Serie A Enilive,1997-10-20,28,ST,84,174,71,Right,4,4,90,83,93,81,86,73,63,82,68,67
278343,Riyad Mahrez,204485,Riyad Mahrez,Al Ahli,ROSHN Saudi League,1991-02-21,35,RM,84,179,67,Left,4,5,81,76,91,90,81,79,60,71,48,63
440330,Alexander Sørloth,216549,Alexander Sørloth,Atlético de Madrid,LALIGA EA SPORTS,1995-12-05,30,ST,84,195,94,Left,4,3,72,81,56,55,83,84,90,91,74,85
73024,Francesco Acerbi,199845,Francesco Acerbi,Lombardia FC,Serie A Enilive,1988-02-10,38,CB,84,192,88,Left,3,3,61,54,39,34,88,73,84,85,82,81
188555,Stefan de Vrij,198176,Stefan de Vrij,Lombardia FC,Serie A Enilive,1992-02-05,34,CB,84,189,78,Right,3,2,63,61,60,60,85,70,74,81,79,74
278856,Willi Orban,204638,Willi Orban,RB Leipzig,Bundesliga,1992-11-03,33,CB,84,186,89,Right,3,2,48,65,48,52,84,74,85,89,86,83
352879,Adrien Rabiot,210008,Adrien Rabiot,Milano FC,Serie A Enilive,1995-04-03,31,CAM,83,191,80,Left,3,3,75,86,69,69,84,94,82,90,77,84
1015185,Eduardo Camavinga,248243,Eduardo Camavinga,Real Madrid,LALIGA EA SPORTS,2002-11-10,23,CM,83,185,77,Left,3,4,81,80,82,81,82,84,79,82,79,80
846005,Dominik Szoboszlai,236772,Dominik Szoboszlai,Liverpool,Premier League,2000-10-25,25,CAM,83,186,74,Right,4,4,76,81,78,68,83,89,69,76,75,76
73167,Henrikh Mkhitaryan,192883,Henrikh Mkhitaryan,Lombardia FC,Serie A Enilive,1989-01-21,37,CM,83,177,75,Right,5,4,79,75,81,80,83,84,67,77,82,75
592909,Lucas Torreira,223959,Lucas Torreira,Galatasaray,Trendyol Süper Lig,1996-02-11,30,CDM,83,166,60,Right,3,3,80,73,82,83,84,92,69,76,88,79
414906,Giovanni Di Lorenzo,217870,Giovanni Di Lorenzo,SSC Napoli,Serie A Enilive,1993-08-04,32,RB,83,183,82,Right,4,3,83,85,76,74,80,90,74,84,79,80
950199,Morten Hjulmand,244669,Morten Hjulmand,Sporting CP,Liga Portugal,1999-06-25,27,CDM,83,185,78,Right,4,3,69,71,70,74,81,91,81,79,83,84
574645,Mikel Merino,225193,Mikel Merino,Arsenal,Premier League,1996-06-22,30,CM,83,189,83,Left,3,3,64,63,63,63,84,82,78,85,83,80
604105,Iñaki Williams,216201,Iñaki Williams,Athletic Club,LALIGA EA SPORTS,1994-06-15,32,RM,83,186,80,Right,3,4,93,94,78,62,83,88,84,95,76,84
1167220,Joan García,259532,Joan García,FC Barcelona,LALIGA EA SPORTS,2001-05-04,25,GK,83,191,79,Right,3,1,48,44,59,42,77,35,59,64,30,83
616539,Alex Remiro,227127,Álex Remiro,Real Sociedad,LALIGA EA SPORTS,1995-03-24,31,GK,83,191,79,Right,4,1,44,46,70,40,78,42,73,69,34,84
727897,Dávid Hancko,247103,Dávid Hancko,Atlético de Madrid,LALIGA EA SPORTS,1997-12-13,28,CB,83,188,82,Left,3,2,76,77,73,55,84,74,87,85,77,82
906937,Anthony Gordon,242964,Anthony Gordon,Newcastle Utd,Premier League,2001-02-24,25,LW,83,183,72,Right,3,3,89,92,78,71,83,87,61,75,74,71
1177131,Lucas Chevalier,251752,Lucas Chevalier,Paris SG,Ligue 1 McDonald's,2001-11-06,24,GK,83,189,84,Right,3,1,52,46,38,38,80,41,53,63,23,80
239219,Mateo Kovacic,207410,Mateo Kovačić,Manchester City,Premier League,1994-05-06,32,CM,83,178,77,Right,4,3,70,64,76,75,84,77,68,62,77,72
642551,Aleix García,228813,Aleix García,Leverkusen,Bundesliga,1997-06-28,29,CM,83,173,68,Right,3,3,67,64,79,85,82,68,65,65,65,66
434325,Thomas Partey,209989,Thomas Partey,Villarreal CF,LALIGA EA SPORTS,1993-06-13,33,CDM,83,185,77,Right,3,3,53,63,63,50,80,76,84,74,84,82
308517,Stanislav Lobotka,216435,Stanislav Lobotka,SSC Napoli,Serie A Enilive,1994-11-25,31,CM,83,170,68,Right,4,3,76,67,75,85,81,88,61,65,76,71
966018,Jeremie Frimpong,253149,Jeremie Frimpong,Liverpool,Premier League,2000-12-10,25,RB,83,172,65,Right,3,3,95,93,89,88,84,85,47,68,75,63
31097,Luka Modric,177003,Luka Modrić,Milano FC,Serie A Enilive,1985-09-09,40,CM,83,172,67,Right,4,4,72,65,89,90,79,69,58,66,60,62
303339,Sadio Mané,208722,Sadio Mané,Al Nassr,ROSHN Saudi League,1992-04-10,34,LM,83,174,69,Right,4,4,81,83,86,89,84,80,72,86,75,75
178778,Oliver Baumann,193698,Oliver Baumann,TSG Hoffenheim,Bundesliga,1990-06-02,36,GK,83,187,82,Right,2,1,37,41,45,43,82,39,69,66,32,80
863098,Matheus Cunha,240243,Matheus Cunha,Man Utd,Premier League,1999-05-27,27,CAM,83,183,76,Right,4,4,78,76,76,74,82,82,73,79,72,75
181069,Matz Sels,199641,Matz Sels,Nott'm Forest,Premier League,1992-02-26,34,GK,83,188,75,Right,2,1,37,35,36,34,80,26,67,65,29,83
1279040,Gavi,264240,Gavi,FC Barcelona,LALIGA EA SPORTS,2004-08-05,21,CM,83,173,70,Right,3,3,77,75,86,90,86,84,58,62,85,70
818975,Eberechi Eze,235794,Eberechi Eze,Arsenal,Premier League,1998-06-29,28,CAM,83,178,67,Right,4,4,73,75,87,89,82,76,68,71,58,68
178818,Ilkay Gündogan,186942,İlkay Gündoğan,Galatasaray,Trendyol Süper Lig,1990-10-24,35,CM,83,180,80,Right,4,3,54,54,65,74,84,67,66,60,70,67
747767,Loïs Openda,243580,Loïs Openda,Juventus,Serie A Enilive,2000-02-16,26,ST,83,175,79,Right,4,3,94,96,83,85,84,83,80,93,74,80
516846,Julian Brandt,212194,Julian Brandt,Borussia Dortmund,Bundesliga,1996-05-02,30,CAM,83,185,83,Right,4,4,67,79,83,82,82,85,72,69,44,70
523825,Jarrod Bowen,224371,Jarrod Bowen,West Ham,Premier League,1996-12-20,29,RM,83,175,70,Left,4,4,78,74,79,81,84,83,66,84,62,70
1458711,Murillo,278016,Murillo,Nott'm Forest,Premier League,2002-07-04,23,CB,83,180,75,Left,3,2,83,78,65,63,82,70,90,95,81,83
816325,Boubacar Kamara,236987,Boubacar Kamara,Aston Villa,Premier League,1999-11-23,26,CDM,83,184,68,Right,3,3,62,65,66,72,81,81,79,78,80,80
417068,Nathan Aké,208920,Nathan Aké,Manchester City,Premier League,1995-02-18,31,CB,83,180,75,Left,3,2,73,71,67,68,84,64,76,86,80,74
