fotmob_id,nom_fotmob,ea_id,nom_ea,equipe_ea,championnat,naissance,age,poste,note,taille_cm,poids_kg,pied_fort,mauvais_pied,gestes,acceleration,vitesse_pointe,agilite,equilibre,reactions,endurance,force,detente,agressivite,note_physique
698653,Igor Zubeldia,233738,Zubeldia,Real Sociedad,LALIGA EA SPORTS,1997-03-30,29,CB,78,181,73,Right,3,2,73,78,73,74,79,77,81,85,85,81
846966,Javier Puado,244622,Puado,RCD Espanyol,LALIGA EA SPORTS,1998-05-25,28,ST,78,177,69,Right,3,4,79,81,81,75,77,82,73,84,66,74
1281461,José Ángel Carmona,264172,Carmona,Sevilla FC,LALIGA EA SPORTS,2002-01-29,24,RB,76,183,80,Right,3,3,77,82,72,65,74,74,64,74,65,67
958640,Akor Adams,266256,Akor Jerome Adams,Sevilla FC,LALIGA EA SPORTS,2000-01-29,26,ST,73,190,92,Right,3,3,75,78,67,65,68,72,82,83,58,75
1102732,Ferrán Jutglà,265800,Jutglà,Celta,LALIGA EA SPORTS,1999-02-01,27,ST,75,175,67,Right,4,3,79,73,79,86,76,74,79,83,74,77
623698,In-Beom Hwang,228010,Hwang In Beom,Feyenoord,Eredivisie,1996-09-20,29,CM,77,178,68,Right,5,4,64,61,80,83,78,86,58,63,59,65
1393672,Jean Bahoya,269728,Jean-Mattéo Bahoya,Frankfurt,Bundesliga,2005-05-07,21,LM,75,180,76,Right,3,4,91,97,83,75,66,66,60,69,43,59
940976,Kang-In Lee,243780,Lee Kang In,Paris SG,Ligue 1 McDonald's,2001-02-19,25,RW,79,173,66,Left,3,4,75,69,86,87,76,73,56,70,72,64
299358,Mame Baba Thiam,217007,Mame Thiam,Eyüpspor,Trendyol Süper Lig,1992-10-09,33,ST,75,185,79,Right,3,3,72,76,74,64,69,66,77,79,64,72
1666494,Christ Inao Oulaï,74735,Christ Ravynel Inao Oulaï,Trabzonspor,Trendyol Süper Lig,2006-04-06,20,CAM,64,173,63,Right,3,3,76,73,84,87,49,68,38,46,55,49
1200721,Facundo Cáseres,256526,Facundo Agustín Cáseres,Gil Vicente,Liga Portugal,2001-05-28,25,CDM,69,178,70,Right,3,2,68,66,69,65,67,72,49,61,73,60
921825,Jon Moncayola,247495,Moncayola,CA Osasuna,LALIGA EA SPORTS,1998-05-13,28,CM,78,182,78,Right,4,3,64,63,66,65,76,74,66,66,75,70
1539619,Juma Bah,75148,Abdulai Juma Bah,OGC Nice,Ligue 1 McDonald's,2006-04-11,20,CB,72,195,82,Right,2,2,58,73,45,49,70,66,81,80,71,75
1570655,Luis Fernando,277790,Luis Fernando Paz,Bolívar,Libertadores,2004-06-09,22,RB,62,167,70,Right,3,2,73,66,64,75,58,63,48,52,53,53
1323897,Marc Pubill,266039,Pubill,Atlético de Madrid,LALIGA EA SPORTS,2003-06-20,23,RB,73,190,82,Right,3,2,76,81,75,58,71,81,80,83,69,78
1227326,Pablo,264290,Pablo Felipe,Gil Vicente,Liga Portugal,2004-01-02,22,ST,69,184,76,Right,3,3,73,69,68,64,70,69,69,76,62,68
1580528,Raúl Asencio,75605,Asencio,Real Madrid,LALIGA EA SPORTS,2003-02-13,23,CB,77,184,79,Right,3,2,73,74,60,74,75,71,74,85,83,76
1310480,Sergi Altimira,276471,Altimira,Real Betis,LALIGA EA SPORTS,2001-08-25,24,CDM,77,188,80,Right,3,3,54,65,65,53,76,75,74,70,65,72
869364,Tommie van de Looi,240685,Tom van de Looi,FC Famalicão,Liga Portugal,1999-07-02,26,CDM,69,186,80,Right,3,3,72,62,73,65,67,74,74,78,65,72
1044194,Vinícius,275360,Vinícius Lopes,Santa Clara,Liga Portugal,1999-05-07,27,RW,73,180,74,Right,3,3,77,76,70,68,70,65,65,75,57,64
863858,Yusuf Sari,241389,Yusuf Sarı,Başakşehir,Trendyol Süper Lig,1998-11-20,27,RM,75,168,55,Left,2,4,90,80,91,92,70,72,59,65,42,59
952095,Óscar Mingueza,259694,Mingueza,Celta,LALIGA EA SPORTS,1999-05-13,27,RB,80,184,75,Right,3,2,78,82,75,62,80,82,73,84,75,76
1113785,Hannibal Mejbri,258171,Hannibal,Burnley,Premier League,2003-01-21,23,CM,74,182,70,Right,3,3,74,77,78,77,73,90,76,76,88,82
474589,José Giménez,216460,José María Giménez,Atlético de Madrid,LALIGA EA SPORTS,1995-01-20,31,CB,83,185,79,Right,3,2,68,77,60,57,78,71,85,87,87,82
411605,Mehmet Umut Nayir,230624,Umut Nayir,Konyaspor,Trendyol Süper Lig,1993-06-28,33,ST,70,191,75,Right,2,3,59,66,62,45,71,72,79,83,75,77
575855,Michal Nalepa,234918,Michał Nalepa,Gençlerbirliği,Trendyol Süper Lig,1995-03-24,31,CM,66,170,74,Right,3,3,70,66,74,86,62,78,72,72,79,75
940443,Nabili Touaizi,254244,Nabil Touaizi,FC Alverca,Liga Portugal,2001-02-01,25,ST,64,183,75,Right,3,3,81,74,76,60,62,59,59,71,55,59
433677,Ui-Jo Hwang,212260,Hwang Ui Jo,Alanyaspor,Trendyol Süper Lig,1992-08-28,33,ST,71,185,78,Right,4,3,76,77,72,65,71,75,71,80,62,71
178893,Veysel Sari,194077,Veysel Sarı,Antalyaspor,Trendyol Süper Lig,1988-07-25,37,CB,67,184,76,Right,2,2,34,34,51,55,62,70,81,69,70,75
361712,Adam Dzwigala,211362,Adam Dźwigała,FC St. Pauli,Bundesliga,1995-09-25,30,CB,68,185,80,Right,3,2,66,69,61,67,62,70,75,75,76,74
665188,Albert Gudmundsson,238004,Albert Guðmundsson,Fiorentina,Serie A Enilive,1997-06-15,29,ST,79,178,78,Right,4,3,86,87,83,74,79,71,71,85,55,69
640231,Antonio Raillo,228805,Raíllo,RCD Mallorca,LALIGA EA SPORTS,1991-10-08,34,CB,81,187,80,Right,3,2,41,41,32,49,80,89,81,79,85,84
712040,Bahadir Han Güngördü,235460,Bahadır Güngördü,Konyaspor,Trendyol Süper Lig,1996-01-16,30,GK,68,190,84,Right,2,1,24,28,25,29,64,23,66,56,22,67
395914,Charalambos Lykogiannis,210381,Charalampos Lykogiannis,Bologna,Serie A Enilive,1993-10-22,32,LB,73,191,90,Left,3,2,71,82,40,47,66,67,80,79,61,73
882163,Chukwubuike Adamu,257877,Junior Adamu,SC Freiburg,Bundesliga,2001-06-06,25,ST,71,183,81,Right,3,3,79,76,79,73,69,74,72,81,48,68
421365,Djené,217940,Dakonam Djené,Getafe CF,LALIGA EA SPORTS,1991-12-31,34,CB,77,178,72,Right,4,2,68,64,66,70,77,73,76,81,83,77
1524671,Francisco Chissumba,70671,Chissumba,FC Alverca,Liga Portugal,2005-05-29,21,LB,70,180,73,Left,2,2,80,82,77,70,64,77,69,71,62,70
875672,Hamed Traorè,240787,Hamed Junior Traoré,OM,Ligue 1 McDonald's,2000-02-16,26,LM,77,177,77,Right,3,3,80,76,79,72,73,68,58,73,59,61
459658,Ruslan Malinovsky,231969,Ruslan Malinovskyi,Genoa,Serie A Enilive,1993-05-04,33,CM,76,181,79,Left,4,4,68,65,68,72,74,68,74,79,76,73
891469,Ugurcan Yazgili,245355,Uğurcan Yazğılı,Konyaspor,Trendyol Süper Lig,1999-04-09,27,CB,65,184,79,Right,2,2,55,51,54,59,55,61,76,72,72,71
1186553,Alexsandro Ribeiro,269493,Alexsandro,LOSC Lille,Ligue 1 McDonald's,1999-08-09,26,CB,80,191,92,Left,5,2,56,74,38,35,79,72,84,83,82,81
1210647,Beñat Turrientes,262510,Turrientes,Real Sociedad,LALIGA EA SPORTS,2002-01-31,24,CM,73,181,70,Right,3,2,66,65,71,82,71,76,59,63,71,66
1005366,Bünyamin Balci,253463,Bünyamin Balcı,Antalyaspor,Trendyol Süper Lig,2000-05-31,26,RB,69,173,69,Right,2,2,72,76,70,81,64,78,61,65,63,66
316544,Irfan Kahveci,225403,İrfan Can Kahveci,Fenerbahçe,Trendyol Süper Lig,1995-07-15,30,RW,78,176,75,Left,3,3,74,72,77,85,74,68,66,61,68,67
201102,Jonathan Buatu,209816,Buatu,Gil Vicente,Liga Portugal,1993-09-27,32,CB,69,187,83,Right,3,2,58,54,45,44,66,79,82,77,71,79
335444,Robin Yalcin,211987,Robin Yalçın,Eyüpspor,Trendyol Süper Lig,1994-01-25,32,CB,67,183,77,Right,3,2,63,59,67,66,68,66,71,70,60,68
820537,Tayyip Talha Sanuç,242919,Tayyip Sanuç,Gaziantep,Trendyol Süper Lig,1999-12-17,26,CB,68,188,85,Right,2,2,51,61,52,53,63,68,76,72,75,74
815997,Thalisson,279928,Thalisson Kelven,Gençlerbirliği,Trendyol Süper Lig,1998-05-07,28,CB,66,184,79,Right,3,2,67,65,54,58,64,69,76,77,58,71
1644278,Alexander Røssing,72319,Alexander Røssing-Lelesiit,Hamburger SV,Bundesliga,2007-01-20,19,LW,60,184,69,Right,3,4,72,76,70,81,47,36,37,38,44,38
637756,Carles Alena,233113,Aleñá,D. Alavés,LALIGA EA SPORTS,1998-01-05,28,RM,73,180,73,Left,2,4,66,66,71,70,75,61,61,54,55,59
310289,Guilherme,224885,Guilherme Sityá,Konyaspor,Trendyol Süper Lig,1990-04-01,36,LB,76,180,79,Left,3,3,81,79,79,75,69,88,78,80,66,78
523749,Jae-Sung Lee,221671,Lee Jae Sung,1. FSV Mainz 05,Bundesliga,1992-08-10,33,CAM,77,181,74,Left,3,3,74,71,84,82,78,85,56,87,62,66
435902,Joao Camacho,213705,Camacho,Karagümrük SK,Trendyol Süper Lig,1994-06-23,32,LM,73,174,74,Right,3,4,80,80,82,80,71,74,56,60,62,62
613714,Jordan Pefok,227558,Jordan Siebatcheu,CD Tondela,Liga Portugal,1996-04-26,30,ST,73,191,86,Right,3,3,54,50,65,54,74,74,87,84,50,76
797901,Jorge de Frutos,243559,De Frutos,Rayo Vallecano,LALIGA EA SPORTS,1997-02-20,29,RM,78,173,72,Right,4,4,80,82,79,81,75,79,57,69,58,63
896402,José Copete,263396,Copete,Valencia CF,LALIGA EA SPORTS,1999-10-10,26,CB,75,192,73,Left,2,2,56,45,35,50,73,65,69,76,75,70
1460534,Junior Kroupi,277909,Eli Junior Kroupi,AFC Bournemouth,Premier League,2006-06-23,20,ST,74,179,70,Right,3,3,81,80,75,72,67,63,55,80,48,57
1107280,Pape Sarr,259868,Pape Matar Sarr,Spurs,Premier League,2002-09-14,23,CM,79,184,70,Right,3,2,71,66,75,72,82,85,71,76,76,76
992071,Ridvan Yilmaz,252208,Rıdvan Yılmaz,Beşiktaş,Trendyol Süper Lig,2001-05-21,25,LB,73,174,60,Left,2,2,90,86,91,84,76,75,55,70,62,62
309353,Seba Pérez,214606,Sebastián Pérez,Casa Pia AC,Liga Portugal,1993-03-29,33,CDM,71,175,72,Right,3,3,65,66,62,69,68,71,69,56,79,71
1071102,Adriano,271297,Adriano Firmino,Santa Clara,Liga Portugal,1999-11-04,26,CDM,70,187,73,Right,3,2,58,53,57,54,70,60,74,70,71,70
776151,Ben White,231936,Benjamin White,Arsenal,Premier League,1997-10-08,28,RB,83,185,77,Right,4,2,68,71,68,61,84,78,77,82,81,78
784246,Daniel Raba,241463,Dani Raba,Valencia CF,LALIGA EA SPORTS,1995-10-29,30,RM,76,184,76,Left,3,4,74,68,67,54,75,56,71,71,55,64
1199959,Equi Fernández,262151,Ezequiel Fernández,Leverkusen,Bundesliga,2002-07-25,23,CDM,75,178,76,Left,5,2,70,70,73,79,70,78,79,76,77,78
839232,Fernando Calero,240289,Calero,RCD Espanyol,LALIGA EA SPORTS,1995-09-14,30,CB,73,183,71,Right,4,2,59,60,67,65,73,50,73,76,72,67
522234,Gerard Gumbau,214944,Gumbau,Rayo Vallecano,LALIGA EA SPORTS,1994-12-18,31,CM,73,187,77,Left,3,3,43,44,58,57,72,65,71,67,64,68
1131957,Jon Olasagasti,262500,Olasagasti,Levante UD,LALIGA EA SPORTS,2000-08-16,25,CM,74,176,74,Left,3,2,65,62,65,73,73,81,68,70,71,72
1605720,Mootaz Nourani,70065,Motez Nourani,Nacional,Liga Portugal,2002-01-11,24,LM,60,177,73,Right,3,3,68,69,74,77,52,54,50,45,54,52
1035208,Victor Okoh Boniface,247679,Victor Boniface,SV Werder Bremen,Bundesliga,2000-12-23,25,ST,81,190,91,Right,3,4,65,69,68,60,78,55,90,87,79,79
213501,Álvaro Morata,201153,Morata,Como,Serie A Enilive,1992-10-23,33,ST,81,190,84,Right,4,3,79,78,76,63,81,79,79,91,69,78
1079065,Arda Kizildag,252753,Arda Kızıldağ,Gaziantep,Trendyol Süper Lig,1998-10-15,27,CB,69,187,77,Right,3,2,52,69,55,63,63,65,69,72,71,69
1298907,Cristhian Mosquera,264846,Mosquera,Arsenal,Premier League,2004-06-27,22,CB,77,188,79,Right,3,2,73,74,68,69,75,79,74,85,77,76
182917,David de Gea,193080,De Gea,Fiorentina,Serie A Enilive,1990-11-07,35,GK,85,192,76,Right,2,1,47,45,60,40,85,30,38,57,15,84
935380,Enrico Del Prato,252442,Enrico Delprato,Parma,Serie A Enilive,1999-11-10,26,RB,75,183,74,Right,3,2,77,84,59,65,70,85,69,76,74,74
950417,Güven Yalcin,245368,Güven Yalçın,Alanyaspor,Trendyol Süper Lig,1999-01-18,27,ST,70,184,77,Right,3,3,76,74,72,64,64,64,68,77,42,62
1328820,Hyun-Ju Lee,276600,Lee Hyun Ju,Arouca,Liga Portugal,2003-02-07,23,CAM,68,172,68,Right,3,3,81,59,87,86,66,71,48,54,38,52
1286950,Jankat Yilmaz,271211,Jankat Yılmaz,Galatasaray,Trendyol Süper Lig,2004-08-16,21,GK,64,193,75,Left,3,1,27,24,24,24,50,21,64,55,20,65
1693546,Mohamed Meïté,75598,Mohamed Kader Meïté,Stade Rennais FC,Ligue 1 McDonald's,2007-10-11,18,ST,69,192,80,Right,3,3,62,67,58,47,59,60,83,83,42,69
774237,Willum Willumsson,270578,Willum Þór Willumsson,Birmingham City,EFL Championship,1998-10-23,27,CAM,70,193,84,Left,3,3,52,58,62,65,63,90,77,64,58,76
